,﻿id,device,timestamp,BSSID,SSID,autoJoinStatus,blackListTimestamp,capabilities,distanceCm,distanceSdCm,frequency,isAutoJoinCandidate,level,numConnection,numIpConfigFailures,numUsage,seen,timestamp.1,tsf,untrusted,wifiSsid_octets_buf,wifiSsid_octets_count
76320,6279a53e-200d-45e2-8639-3cc5f181665f-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251473.47,c0:a0:bb:1b:7b:d2,Parajuli Niwas,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-85,0,0,0,1450251473401,1450251473.47,61349482073,True,80,14
76352,6279a53e-200d-45e2-8639-3cc5f181665f-8,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.96,c8:3a:35:31:04:30,Tenda_310430,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2452,0,-77,0,0,0,1450251676942,1450251676.96,61553026557,True,84,12
76384,6279a53e-200d-45e2-8639-3cc5f181665f-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.96,34:00:a3:27:a3:a0,deekeshfs,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2447,0,-69,0,0,0,1450251676943,1450251676.96,61553026527,True,100,9
76416,6279a53e-200d-45e2-8639-3cc5f181665f-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.97,c8:3a:35:1c:da:11,Pinky,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-88,0,0,0,1450251676943,1450251676.97,61543304628,True,80,5
76448,6279a53e-200d-45e2-8639-3cc5f181665f-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.97,78:54:2e:75:97:7e,Kantipur College,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-77,0,0,0,1450251676943,1450251676.97,61553026557,True,75,16
76480,6279a53e-200d-45e2-8639-3cc5f181665f-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.97,c8:3a:35:42:4a:a0,Tenda_424AA0,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2442,0,-74,0,0,0,1450251676944,1450251676.97,61553026557,True,84,12
76544,6279a53e-200d-45e2-8639-3cc5f181665f-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.97,94:44:52:eb:eb:df,belkin.7bdf,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2427,0,-78,0,0,0,1450251676944,1450251676.97,61553026557,True,98,11
76576,6279a53e-200d-45e2-8639-3cc5f181665f-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450251676.97,bc:96:80:14:b0:ad,Poudel,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-88,0,0,0,1450251676944,1450251676.97,61553026557,True,80,6
76608,6279a53e-200d-45e2-8639-3cc5f181665f-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450252164.1,00:19:be:30:8c:fe,Mahadevtar WIFI,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2432,0,-90,0,0,0,1450252164085,1450252164.1,62040171254,True,77,15
76640,6279a53e-200d-45e2-8639-3cc5f181665f-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450252164.1,a8:32:9a:00:56:38,samsung,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-84,0,0,0,1450252164085,1450252164.1,62040171224,True,115,7
76672,6279a53e-200d-45e2-8639-3cc5f181665f-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450252164.1,c4:6e:1f:0b:8a:e2,Rs 30 call 9849068991,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-86,0,0,0,1450252164085,1450252164.1,62040171254,True,82,21
82944,55a69c39-b251-440f-b128-0a3bf195d91d-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300445.93,90:61:0c:13:d6:aa,SPMS,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2462,0,-86,0,0,0,1454300445915,1454300445.93,214051275026,True,83,4
82976,55a69c39-b251-440f-b128-0a3bf195d91d-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300445.93,a0:f3:c1:af:05:70,TP-LINK_AF0570,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-88,0,0,0,1454300445916,1454300445.93,214095653065,True,84,14
83008,55a69c39-b251-440f-b128-0a3bf195d91d-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300445.93,c8:3a:35:11:99:69,Edenbridge,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-91,0,0,0,1454300445916,1454300445.93,214095653065,True,69,10
83072,55a69c39-b251-440f-b128-0a3bf195d91d-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300445.94,fc:75:16:d4:82:3d,barshu,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-73,0,0,0,1454300445917,1454300445.94,214095653065,True,98,6
83104,55a69c39-b251-440f-b128-0a3bf195d91d-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.27,c0:a0:bb:1b:89:54,arbin,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-75,0,0,0,1454300762228,1454300762.27,214413053127,True,97,5
83136,55a69c39-b251-440f-b128-0a3bf195d91d-8,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.28,a8:32:9a:00:88:40,September30_free_wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2432,0,-79,0,0,0,1454300762229,1454300762.28,214413053157,True,83,21
83168,55a69c39-b251-440f-b128-0a3bf195d91d-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.29,c8:3a:35:1c:8f:d1,Tenda_1C8FD1,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-81,0,0,0,1454300762229,1454300762.29,214413053157,True,84,12
83200,55a69c39-b251-440f-b128-0a3bf195d91d-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.29,f8:1a:67:36:bb:3a,Wi-Fi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-86,0,0,0,1454300762230,1454300762.29,214413053188,True,87,5
83232,55a69c39-b251-440f-b128-0a3bf195d91d-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.3,14:cc:20:f2:69:f3,stillalive,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-90,0,0,0,1454300762230,1454300762.3,214413053188,True,115,10
83264,55a69c39-b251-440f-b128-0a3bf195d91d-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454300762.3,c8:3a:35:3a:7d:81,Nirmala,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-78,0,0,0,1454300762231,1454300762.3,214413053157,True,78,7
83424,55a69c39-b251-440f-b128-0a3bf195d91d-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.73,74:ea:3a:a7:1c:70,Prisha,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-76,0,0,0,1454301046706,1454301046.73,214697537038,True,80,6
83456,55a69c39-b251-440f-b128-0a3bf195d91d-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.74,a8:32:9a:00:37:ea,Nikesh,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-78,0,0,0,1454301046707,1454301046.74,214697537007,True,78,6
83616,55a69c39-b251-440f-b128-0a3bf195d91d-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.75,30:b5:c2:e9:b1:76,BCHTC,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2457,0,-83,0,0,0,1454301046708,1454301046.75,214697537038,True,66,5
83776,55a69c39-b251-440f-b128-0a3bf195d91d-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.75,00:27:22:ca:6d:5a,NETMAX-WIFI,0,0,[ESS],-1,-1,2462,0,-84,0,0,0,1454301046710,1454301046.75,214697537038,True,78,11
83808,55a69c39-b251-440f-b128-0a3bf195d91d-29,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.76,a8:32:9a:00:d1:fc,MERIDIAN OVS,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2457,0,-67,0,0,0,1454301046710,1454301046.76,214697537007,True,77,12
83840,55a69c39-b251-440f-b128-0a3bf195d91d-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.76,d8:fe:e3:76:4e:30,D_Link,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-74,0,0,0,1454301046711,1454301046.76,214697537007,True,68,6
83904,55a69c39-b251-440f-b128-0a3bf195d91d-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.76,10:fe:ed:52:e4:43,Khemraj 8520,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-83,0,0,0,1454301046711,1454301046.76,214697537068,True,75,12
83936,55a69c39-b251-440f-b128-0a3bf195d91d-33,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301046.76,c0:4a:00:51:ec:36,greenstar-WiFi,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-85,0,0,0,1454301046712,1454301046.76,214697537038,True,103,14
84160,55a69c39-b251-440f-b128-0a3bf195d91d-40,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301355.64,94:44:52:ea:c6:63,Ishan Admin,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2452,0,-80,0,0,0,1454301355623,1454301355.64,215006453274,True,73,11
84352,55a69c39-b251-440f-b128-0a3bf195d91d-46,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301355.65,c4:e9:84:fd:64:92,Yak Movies,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2442,0,-91,0,0,0,1454301355624,1454301355.65,215006453304,True,89,10
84448,55a69c39-b251-440f-b128-0a3bf195d91d-49,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.77,90:61:0c:1a:8f:90,God,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-65,0,0,0,1454301665731,1454301665.77,215316565515,True,71,3
84480,55a69c39-b251-440f-b128-0a3bf195d91d-50,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.77,00:18:25:05:90:d1,BL_Mgmt_85,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2427,0,-75,0,0,0,1454301665731,1454301665.77,215316565515,True,66,10
84512,55a69c39-b251-440f-b128-0a3bf195d91d-51,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.77,74:ea:3a:c4:0f:5a,NAASA WLINK,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],-1,-1,2462,0,-78,0,0,0,1454301665732,1454301665.77,215316565545,True,78,11
84544,55a69c39-b251-440f-b128-0a3bf195d91d-52,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.78,a8:32:9a:00:76:ce,automobiles,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-80,0,0,0,1454301665732,1454301665.78,215316565545,True,97,11
84576,55a69c39-b251-440f-b128-0a3bf195d91d-53,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.78,a8:32:9a:00:15:28,TME_wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-81,0,0,0,1454301665732,1454301665.78,215316565576,True,84,8
84608,55a69c39-b251-440f-b128-0a3bf195d91d-54,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.78,00:18:25:05:90:d3,Corporate Broadlink,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2427,0,-83,0,0,0,1454301665733,1454301665.78,215316565576,True,67,19
84640,55a69c39-b251-440f-b128-0a3bf195d91d-55,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.78,e8:de:27:35:b7:6a,TPlink321,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-86,0,0,0,1454301665735,1454301665.78,215316565606,True,84,9
84672,55a69c39-b251-440f-b128-0a3bf195d91d-56,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.79,00:19:be:80:81:31,Niraamayae,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2442,0,-87,0,0,0,1454301665735,1454301665.79,215316565606,True,78,10
84704,55a69c39-b251-440f-b128-0a3bf195d91d-57,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.79,24:a4:3c:f4:c9:75,IOM_PG_Hostel2,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2442,0,-89,0,0,0,1454301665736,1454301665.79,215316565576,True,73,14
84736,55a69c39-b251-440f-b128-0a3bf195d91d-58,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454301665.79,00:18:25:05:90:d0,Broadlink WIFI,0,0,[ESS],-1,-1,2427,0,-78,0,0,0,1454301665736,1454301665.79,215316565545,True,66,14
84832,55a69c39-b251-440f-b128-0a3bf195d91d-61,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,c4:e9:84:6f:16:00,Kathmandu,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2447,0,-77,0,0,0,1454302055640,1454302055.66,215706471332,True,75,9
84864,55a69c39-b251-440f-b128-0a3bf195d91d-62,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,78:44:76:79:ff:40,Shakya_Wifi,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2457,0,-78,0,0,0,1454302055640,1454302055.66,215706471332,True,83,11
84896,55a69c39-b251-440f-b128-0a3bf195d91d-63,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,f4:ec:38:f1:91:c2,SES,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2437,0,-78,0,0,0,1454302055640,1454302055.66,215706471362,True,83,3
85024,55a69c39-b251-440f-b128-0a3bf195d91d-67,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,c8:3a:35:47:3a:19,Nepal carpet exporters,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2437,0,-81,0,0,0,1454302055641,1454302055.66,215706471362,True,78,22
85088,55a69c39-b251-440f-b128-0a3bf195d91d-69,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,78:44:76:79:e5:9c,Mandala,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-84,0,0,0,1454302055642,1454302055.66,215706471362,True,77,7
85184,55a69c39-b251-440f-b128-0a3bf195d91d-72,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302055.66,00:27:19:df:08:ab,ntadsl,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-86,0,0,0,1454302055642,1454302055.66,215706471393,True,110,6
85248,55a69c39-b251-440f-b128-0a3bf195d91d-74,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302326.66,e8:de:27:5c:25:39,TP-LINK,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-72,0,0,0,1454302326639,1454302326.66,215977471226,True,84,7
85504,55a69c39-b251-440f-b128-0a3bf195d91d-82,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302326.67,f8:d1:11:70:17:e1,WIPRO COMPUTER,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2462,0,-88,0,0,0,1454302326641,1454302326.67,215977471257,True,87,14
85536,55a69c39-b251-440f-b128-0a3bf195d91d-83,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302326.67,64:70:02:e9:0c:5e,FLEX PRINT FREE,0,0,[WPS][ESS],-1,-1,2437,0,-89,0,0,0,1454302326641,1454302326.67,215977471257,True,70,15
85600,55a69c39-b251-440f-b128-0a3bf195d91d-85,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302526.67,a8:32:9a:00:b9:8c,jalpa,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-74,0,0,0,1454302526655,1454302526.67,216177492410,True,106,5
85664,55a69c39-b251-440f-b128-0a3bf195d91d-87,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302526.68,c4:6e:1f:b8:a8:98,Digicom,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-77,0,0,0,1454302526656,1454302526.68,216177492440,True,68,7
85824,55a69c39-b251-440f-b128-0a3bf195d91d-92,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302526.68,a0:f3:c1:9c:46:a8,PMWIFI,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-84,0,0,0,1454302526657,1454302526.68,216177492471,True,80,6
85856,55a69c39-b251-440f-b128-0a3bf195d91d-93,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302526.68,14:cc:20:f3:b4:59,radheradhegeuesthouse,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-85,0,0,0,1454302526657,1454302526.68,216177492471,True,114,21
85984,55a69c39-b251-440f-b128-0a3bf195d91d-97,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454302526.68,e8:de:27:5c:2c:6d,new sumitra traders,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-88,0,0,0,1454302526658,1454302526.68,216177492471,True,110,19
86464,55a69c39-b251-440f-b128-0a3bf195d91d-112,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454303135.72,c0:4a:00:c6:ae:df,AriZ,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-89,0,0,0,1454303135604,1454303135.72,216786479697,True,65,4
86496,55a69c39-b251-440f-b128-0a3bf195d91d-113,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454303135.74,dc:9f:db:62:c3:da,Airporthotel-WIFI,0,0,[ESS],-1,-1,2437,0,-81,0,0,0,1454303135605,1454303135.74,216786479667,True,65,17
86528,55a69c39-b251-440f-b128-0a3bf195d91d-114,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454303135.75,00:18:25:12:49:a3,broadtel messenger,0,0,[ESS],-1,-1,2422,0,-83,0,0,0,1454303135606,1454303135.75,216786479697,True,98,18
86560,55a69c39-b251-440f-b128-0a3bf195d91d-115,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454303135.76,00:18:25:12:49:a4,Broadlink Air Sinamangal,0,0,[ESS],-1,-1,2422,0,-89,0,0,0,1454303135607,1454303135.76,216786479697,True,66,24
89056,c2817878-7aaf-4a2a-8ed0-541e7c187f9b-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1454565429.51,30:b5:c2:8b:be:cd,MD,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-91,0,0,0,1454565279247,1454565429.51,136780034398,True,77,2
89088,951f814f-c315-4038-af95-89d1fd66d10f-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1453010629.63,94:0c:6d:c5:6e:e2,k33_CHABAHIL,0,0,[WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-81,0,0,0,1453010629623,1453010629.63,135662468243,True,107,12
89120,951f814f-c315-4038-af95-89d1fd66d10f-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1453010629.63,b0:48:7a:fe:5e:ed,chabsw,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-84,0,0,0,1453010629623,1453010629.63,135662468243,True,99,6
89184,951f814f-c315-4038-af95-89d1fd66d10f-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1453010629.63,00:27:22:ae:6f:70,NT WiFi 1,0,0,[ESS],-1,-1,2412,0,-56,0,0,0,1453010629624,1453010629.63,135662468212,True,78,9
89216,951f814f-c315-4038-af95-89d1fd66d10f-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1453010629.63,00:27:22:ae:6d:97,NT WiFi,0,0,[ESS],-1,-1,2412,0,-80,0,0,0,1453010629624,1453010629.63,135662468243,True,78,7
89440,951f814f-c315-4038-af95-89d1fd66d10f-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1453011049.65,d8:eb:97:b1:83:4c,EUROASIA,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2427,0,-91,0,0,0,1453011049606,1453011049.65,136082441573,True,69,8
90432,dca895b1-c657-40bf-9859-c4bd574b7351-5,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1460524356.24,24:9e:ab:e8:e0:68,suyasha123,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-86,0,0,0,1460524356036,1460524356.24,62079051124,True,115,10
99200,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698166.58,f4:3e:61:5e:ab:df,Manash,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-89,0,0,0,1458698166564,1458698166.58,214338911586,True,77,6
99232,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698166.59,c0:4a:00:4a:a2:e8,links,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-78,0,0,0,1458698166564,1458698166.59,214338911556,True,108,5
99328,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698166.59,14:cc:20:b2:67:ba,TP-LINK_B267BA,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-91,0,0,0,1458698166565,1458698166.59,214338911617,True,84,14
99360,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698166.59,f8:d1:11:70:27:9a,DHUNGEL'S,0,0,[WEP][ESS],-1,-1,2422,0,-89,0,0,0,1458698166566,1458698166.59,214338911617,True,68,9
99392,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.16,00:30:4f:8c:b6:d4,Taranath,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2447,0,-73,0,0,0,1458698499147,1458698499.16,214671460384,True,84,8
99424,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,04:8d:38:77:2a:e9,Mjram,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-73,0,0,0,1458698499148,1458698499.17,214671460384,True,77,5
99456,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,10:fe:ed:3d:ea:24,Sunshine,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-85,0,0,0,1458698499148,1458698499.17,214671460414,True,83,8
99488,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-19,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,c0:4a:00:e6:b0:72,TP-LINK_E6B072,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2447,0,-86,0,0,0,1458698499148,1458698499.17,214671460414,True,84,14
99520,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,e8:de:27:35:b1:c2,TP-LINK\TL-WR740N,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-86,0,0,0,1458698499149,1458698499.17,214671460414,True,84,17
99552,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,c8:3a:35:53:82:01,Simplicity,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-86,0,0,0,1458698499149,1458698499.17,214671460414,True,83,10
99584,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-22,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,c0:4a:00:cc:ff:ba,BlackBerry,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2432,0,-86,0,0,0,1458698499149,1458698499.17,214671460414,True,66,10
99616,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,a8:32:9a:00:81:77,stop,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2412,0,-87,0,0,0,1458698499150,1458698499.17,214671460445,True,115,4
99680,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-25,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,64:70:02:3c:f4:60,Kathmandu cable,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-90,0,0,0,1458698499150,1458698499.17,214671460445,True,75,15
99712,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-26,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,90:61:0c:1a:93:f2,YoLo,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-90,0,0,0,1458698499151,1458698499.17,214671460445,True,89,4
99744,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-27,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,10:fe:ed:0c:9a:6c,AD,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-91,0,0,0,1458698499151,1458698499.17,214671460445,True,65,2
99776,cd33ac4f-dfb8-4de9-9cd9-bf0e27c4b0e2-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458698499.17,f4:3e:61:5c:6a:d4,Digicom2,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-91,0,0,0,1458698499151,1458698499.17,214671460476,True,68,8
