,﻿id,device,timestamp,BSSID,SSID,autoJoinStatus,blackListTimestamp,capabilities,distanceCm,distanceSdCm,frequency,isAutoJoinCandidate,level,numConnection,numIpConfigFailures,numUsage,seen,timestamp.1,tsf,untrusted,wifiSsid_octets_buf,wifiSsid_octets_count
642720,3d626def-9592-4219-8be9-5d0a71412f3b-27,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458467471.19,bc:96:80:14:b2:27,keet mar wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1458467471086,1458467471.19,18688006532,True,107,13
642752,3d626def-9592-4219-8be9-5d0a71412f3b-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458467471.2,f4:f2:6d:25:6e:d7,TP-LINK_256ED7,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-89,0,0,0,1458467471087,1458467471.2,18688006532,True,84,14
642816,3d626def-9592-4219-8be9-5d0a71412f3b-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458467770.87,e8:94:f6:5d:c7:44,lamsalmobile,0,0,[WPA2-PSK-TKIP][ESS],-1,-1,2462,0,-83,0,0,0,1458467770854,1458467770.87,18987859650,True,108,12
642848,3d626def-9592-4219-8be9-5d0a71412f3b-31,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458467770.87,c8:3a:35:12:ea:90,FQ3,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2412,0,-83,0,0,0,1458467770854,1458467770.87,18987859619,True,70,3
642912,3d626def-9592-4219-8be9-5d0a71412f3b-33,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458467770.87,c4:6e:1f:b8:a8:98,TP-Link,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-85,0,0,0,1458467770855,1458467770.87,18987859619,True,84,7
643232,3d626def-9592-4219-8be9-5d0a71412f3b-43,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458468403.28,f8:1a:67:40:b8:a6,arirang,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-84,0,0,0,1458468403159,1458468403.28,19620146832,True,97,7
659648,f9180f11-1827-4a17-8022-d63246dc6892-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458956877.33,b0:48:7a:c0:d0:57,aryan,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2432,0,-86,0,0,0,1458956877312,1458956877.33,473044118295,True,97,5
659904,f9180f11-1827-4a17-8022-d63246dc6892-20,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458957059.53,c4:6e:1f:b8:b5:c8,TP-LINK_B8B5C8,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-89,0,0,0,1458957059513,1458957059.53,473233836201,True,84,14
660288,f9180f11-1827-4a17-8022-d63246dc6892-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458957730.95,64:70:02:e0:b9:70,Thakurintl,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-78,0,0,0,1458957730893,1458957730.95,473905143474,True,84,10
660480,f9180f11-1827-4a17-8022-d63246dc6892-38,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458958084.82,64:70:02:c8:86:61,Creative2,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2427,0,-88,0,0,0,1458958084792,1458958084.82,474259063007,True,67,9
660864,f9180f11-1827-4a17-8022-d63246dc6892-50,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458958884.3,04:8d:38:2f:90:a2,worldlink,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][ESS],-1,-1,2442,0,-84,0,0,0,1458958884289,1458958884.3,475057690948,True,119,9
665344,710ee8ef-93b8-4085-b43f-894fbfa24c55-10,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1447383089.22,a0:f3:c1:7b:00:1a,TP-LINK_7B001A,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1447383089208,1447383089.22,1727476798,True,84,14
667680,67a0e75d-7683-4d77-bebe-9333f8c143e0-19,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144194.57,f4:3e:61:3b:6d:77,Digicom(sam),0,0,[WPA2-PSK-TKIP][WPS][ESS],-1,-1,2462,0,-88,0,0,0,1450144194520,1450144194.57,248533830480,True,68,12
667744,67a0e75d-7683-4d77-bebe-9333f8c143e0-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144194.57,e8:de:27:62:13:e0,TP-LINK_6213E0,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-90,0,0,0,1450144194522,1450144194.57,248533830480,True,84,14
667776,67a0e75d-7683-4d77-bebe-9333f8c143e0-22,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144574.69,a8:32:9a:00:17:26,hira_wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-76,0,0,0,1450144574660,1450144574.69,248914999268,True,104,9
667808,67a0e75d-7683-4d77-bebe-9333f8c143e0-23,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144574.7,c0:4a:00:d6:df:f4,bensu,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-80,0,0,0,1450144574670,1450144574.7,248914999268,True,98,5
668032,67a0e75d-7683-4d77-bebe-9333f8c143e0-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144574.71,c8:3a:35:0c:fc:39,Tenda_0CFC39,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-89,0,0,0,1450144574674,1450144574.71,248914999299,True,84,12
668064,67a0e75d-7683-4d77-bebe-9333f8c143e0-31,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144574.71,90:61:0c:0c:c8:cc,Born To Be Wild,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2462,0,-90,0,0,0,1450144574675,1450144574.71,248914999329,True,66,15
668160,67a0e75d-7683-4d77-bebe-9333f8c143e0-34,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450144574.71,10:fe:ed:d6:95:8e,Bishal paudel,0,0,[WPS][ESS],-1,-1,2437,0,-89,0,0,0,1450144574677,1450144574.71,248914999299,True,66,13
668928,67a0e75d-7683-4d77-bebe-9333f8c143e0-58,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450146508.67,f8:d1:11:88:cf:de,TP-LINK_88CFDE,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-79,0,0,0,1450146508653,1450146508.67,250849357908,True,84,14
668992,67a0e75d-7683-4d77-bebe-9333f8c143e0-60,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450146508.68,24:a0:74:78:f8:b0,Private Network,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-88,0,0,0,1450146508654,1450146508.68,250849357908,True,80,15
669056,67a0e75d-7683-4d77-bebe-9333f8c143e0-62,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450146508.68,50:a4:c8:9f:a3:5d,BuN1-Z3Jpc2hhbWE3Nw,0,0,[ESS],-1,-1,2437,0,-72,0,0,0,1450146508654,1450146508.68,250849357908,True,66,19
682720,a9ab0f1c-7c20-4756-873d-100945a6b3bc-2,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450405710.57,c4:6e:1f:b8:9f:6b,broadlink,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-89,0,0,0,1450405710561,1450405710.57,37319268583,True,98,9
682752,a9ab0f1c-7c20-4756-873d-100945a6b3bc-3,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450405710.58,e8:94:f6:64:74:5a,Bighall,0,0,[WEP][ESS],-1,-1,2437,0,-84,0,0,0,1450405710562,1450405710.58,37319268583,True,66,7
682784,a9ab0f1c-7c20-4756-873d-100945a6b3bc-4,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1450406072.68,a8:32:9a:00:83:92,533D,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-84,0,0,0,1450406072670,1450406072.68,37681379558,True,53,4
690688,fc0614ee-2fbb-43a9-80ac-06d4339d6927-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452574892.31,e8:40:f2:8f:2f:e0,wiFi,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-84,0,0,0,1452574892279,1452574892.31,62189682794,True,119,4
690816,fc0614ee-2fbb-43a9-80ac-06d4339d6927-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452574892.32,c8:3a:35:26:76:c0,Tenda_2676C0,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2457,0,-87,0,0,0,1452574892280,1452574892.32,62189682824,True,84,12
690848,fc0614ee-2fbb-43a9-80ac-06d4339d6927-12,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452574892.32,4c:72:b9:1b:a9:fd,Liverpool ,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-85,0,0,0,1452574892280,1452574892.32,62189682824,True,76,10
691648,fc0614ee-2fbb-43a9-80ac-06d4339d6927-37,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575483.81,10:fe:ed:3d:e9:ba,Dak wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-78,0,0,0,1452575483753,1452575483.81,62781134666,True,68,8
691680,fc0614ee-2fbb-43a9-80ac-06d4339d6927-38,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575483.81,4c:5e:0c:b5:90:c3,CPN,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-57,0,0,0,1452575483753,1452575483.81,62781134636,True,67,3
691840,fc0614ee-2fbb-43a9-80ac-06d4339d6927-43,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575483.83,64:70:02:e7:c8:2e,saujan-wifi,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1452575483755,1452575483.83,62781134727,True,115,11
691904,fc0614ee-2fbb-43a9-80ac-06d4339d6927-45,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575483.83,c8:3a:35:0c:b0:c8,Mobhira Oversease,0,0,[WPA-PSK-CCMP][ESS],-1,-1,2422,0,-87,0,0,0,1452575483756,1452575483.83,62781134727,True,77,17
692320,fc0614ee-2fbb-43a9-80ac-06d4339d6927-58,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575783.71,04:8d:38:5a:14:f6,bn,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2422,0,-89,0,0,0,1452575783635,1452575783.71,63081034460,True,98,2
692352,fc0614ee-2fbb-43a9-80ac-06d4339d6927-59,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575783.71,a0:f3:c1:a2:4c:c8,Hexadecimal,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-89,0,0,0,1452575783636,1452575783.71,63081034460,True,72,11
692384,fc0614ee-2fbb-43a9-80ac-06d4339d6927-60,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575783.72,90:61:0c:1c:ce:db,PROLiNK_PRN2001_1ccedb,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-91,0,0,0,1452575783636,1452575783.72,63081034460,True,80,22
692480,fc0614ee-2fbb-43a9-80ac-06d4339d6927-63,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452575783.73,e8:de:27:62:0f:a7,GATEWAY_CONSULTANCY,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][WPS][ESS],-1,-1,2442,0,-85,0,0,0,1452575783639,1452575783.73,63081034399,True,71,19
693024,fc0614ee-2fbb-43a9-80ac-06d4339d6927-80,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.15,9c:d6:43:d7:ae:04,Office WIFI,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-71,0,0,0,1452576743114,1452576743.15,64040788405,True,79,11
693056,fc0614ee-2fbb-43a9-80ac-06d4339d6927-81,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.15,e8:de:27:5c:24:f5,shirley,0,0,[WPA2-PSK-TKIP][WPS][ESS],-1,-1,2442,0,-75,0,0,0,1452576743115,1452576743.15,64040788436,True,115,7
693120,fc0614ee-2fbb-43a9-80ac-06d4339d6927-83,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.15,60:e3:27:37:3d:c0,JU-JU Tattoo,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-77,0,0,0,1452576743115,1452576743.15,64040788436,True,74,12
693216,fc0614ee-2fbb-43a9-80ac-06d4339d6927-86,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.16,30:b5:c2:2e:01:c0,kunja,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-80,0,0,0,1452576743116,1452576743.16,64040788436,True,107,5
693280,fc0614ee-2fbb-43a9-80ac-06d4339d6927-88,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.16,00:1f:9f:85:70:e5,anil,0,0,[WPA-PSK-TKIP][WPS][ESS],-1,-1,2437,0,-78,0,0,0,1452576743117,1452576743.16,64040788466,True,97,4
693344,fc0614ee-2fbb-43a9-80ac-06d4339d6927-90,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576743.16,04:8d:38:2f:a3:15,NTC,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2452,0,-84,0,0,0,1452576743117,1452576743.16,64040788497,True,78,3
693408,fc0614ee-2fbb-43a9-80ac-06d4339d6927-92,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.49,74:ea:3a:da:dd:fb,Charumati,0,0,[WPA2-PSK-TKIP][ESS],-1,-1,2412,0,-83,0,0,0,1452576965161,1452576965.49,64262809397,True,67,9
693440,fc0614ee-2fbb-43a9-80ac-06d4339d6927-93,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.49,bc:96:80:14:aa:db,GP120,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-83,0,0,0,1452576965161,1452576965.49,64262809397,True,71,5
693504,fc0614ee-2fbb-43a9-80ac-06d4339d6927-95,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.5,94:0c:6d:a4:64:f0,dhamchoe,0,0,[WPA2-PSK-CCMP-preauth][ESS],-1,-1,2437,0,-87,0,0,0,1452576965162,1452576965.5,64229439490,True,100,8
693568,fc0614ee-2fbb-43a9-80ac-06d4339d6927-97,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.5,64:70:02:89:83:72,Bijay,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-83,0,0,0,1452576965162,1452576965.5,64262809397,True,66,5
693632,fc0614ee-2fbb-43a9-80ac-06d4339d6927-99,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.52,14:cc:20:61:ea:71,Japan Consultancy,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2417,0,-77,0,0,0,1452576965162,1452576965.52,64262809367,True,74,17
693696,fc0614ee-2fbb-43a9-80ac-06d4339d6927-101,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452576965.52,64:70:02:89:a4:8e,SBUDDHA,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-85,0,0,0,1452576965163,1452576965.52,64262809397,True,83,7
693792,fc0614ee-2fbb-43a9-80ac-06d4339d6927-104,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.81,c4:e9:84:bb:ff:52,TP-LINK_BBFF52,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-82,0,0,0,1452577223681,1452577223.81,64445369171,True,84,14
693824,fc0614ee-2fbb-43a9-80ac-06d4339d6927-105,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.81,04:8d:38:c5:f0:86,kathmandu,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-80,0,0,0,1452577223682,1452577223.81,64445369141,True,107,9
693856,fc0614ee-2fbb-43a9-80ac-06d4339d6927-106,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.82,64:70:02:a3:e5:30,net chalauna paisa tirera chalau,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2437,0,-86,0,0,0,1452577223683,1452577223.82,64521299316,True,110,32
693888,fc0614ee-2fbb-43a9-80ac-06d4339d6927-107,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.83,a8:32:9a:00:15:c0,BROADBAND,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-80,0,0,0,1452577223684,1452577223.83,64521299255,True,66,9
693920,fc0614ee-2fbb-43a9-80ac-06d4339d6927-108,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.83,00:14:d1:b5:ae:d3,Laxmi WiFi,0,0,[WPS][WEP][ESS],-1,-1,2462,0,-85,0,0,0,1452577223687,1452577223.83,64445369171,True,76,10
693952,fc0614ee-2fbb-43a9-80ac-06d4339d6927-109,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.84,c0:a0:bb:16:be:7e,pushpanjali,0,0,[WPS][ESS],-1,-1,2457,0,-88,0,0,0,1452577223688,1452577223.84,64445369171,True,112,11
693984,fc0614ee-2fbb-43a9-80ac-06d4339d6927-110,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1452577223.84,14:dd:a9:2f:3b:5c,mitra0119,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-91,0,0,0,1452577223689,1452577223.84,64521299347,True,109,9
695904,8f27988b-19df-4ce2-862b-d9464006ec82-42,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455188773.9,00:05:1d:03:04:05,Fuzondecafe,0,0,[WPA2-PSK-TKIP][ESS],-1,-1,2462,0,-72,0,0,0,1455188773872,1455188773.9,7089998246,True,70,11
701824,ea24218e-7b73-41f5-ab7a-d8757ce1a6bb-35,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1449564112.43,c8:3a:35:11:6c:f9,Tenda_116CF8,0,0,[WPA-PSK-CCMP+TKIP][ESS],-1,-1,2412,0,-91,0,0,0,1449564112416,1449564112.43,237697281746,True,84,12
706688,3f83127e-5307-4e58-86e5-eb17ae652c2b-74,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1458466271.03,e8:50:8b:ba:91:8e,BBh3-bWVzcmpuYQ,0,0,[ESS],-1,-1,2437,0,-74,0,0,0,1458466270912,1458466271.03,17487912044,True,66,15
756992,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-6,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459993929.02,c4:6e:1f:b8:b5:c8,#DANGERDELTA,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2457,0,-82,0,0,0,1459993928952,1459993929.02,157606130810,True,35,12
757088,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-9,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459993929.04,e8:de:27:35:b1:c2,F ULID A,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2437,0,-82,0,0,0,1459993928955,1459993929.04,157606130780,True,70,8
757248,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459993929.11,30:b5:c2:e9:ba:72,BIKERS NEPAL,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2447,0,-75,0,0,0,1459993928962,1459993929.11,157606130749,True,66,12
757312,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-16,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459993929.13,a8:32:9a:00:2e:88,Shyam2,0,0,[WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-89,0,0,0,1459993928964,1459993929.13,157606130932,True,83,6
757568,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-24,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459994228.87,bc:96:80:14:a8:35,outlawz,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2462,0,-87,0,0,0,1459994228856,1459994228.87,157906011178,True,111,7
757824,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459994855.74,bc:34:00:50:1e:37,Nepal,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2432,0,-85,0,0,0,1459994855731,1459994855.74,158532892020,True,78,5
757856,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-33,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459994855.74,14:cc:20:61:f9:1f,Dhumbarai Savings,0,0,[WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2452,0,-89,0,0,0,1459994855731,1459994855.74,158532892020,True,68,17
757952,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-36,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459995147.66,c4:e9:84:30:93:6e,T v Filmy,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2427,0,-87,0,0,0,1459995147648,1459995147.66,158824875649,True,84,9
758080,88f22c5e-fc40-4f19-9a8e-b11b5c33c98f-40,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1459995489.72,64:66:b3:45:19:10,SANS-PC_Network,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2437,0,-86,0,0,0,1459995489711,1459995489.72,159166937692,True,83,15
760128,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-7,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457056127.84,16:0c:5a:78:b6:5c,123456789,0,0,[IBSS],-1,-1,2422,0,-78,0,0,0,1457056127816,1457056127.84,130791440719,True,49,9
760256,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-11,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457056430.67,bc:96:80:3b:51:b8,Narshima,0,0,[WPA-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-72,0,0,0,1457056430652,1457056430.67,131094272298,True,78,8
760928,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-32,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457056787.72,30:a8:db:b3:aa:83,ADYYc2F1Z2F0YmFyYWls,0,0,[ESS],-1,-1,2412,0,-58,0,0,0,1457056787668,1457056787.72,131451180835,True,65,20
762080,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-68,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457057870.66,90:17:ac:04:1a:68,ADM,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2427,0,-88,0,0,0,1457057870653,1457057870.66,132534365752,True,65,3
762112,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-69,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457057870.66,d8:5d:4c:9f:23:c6,TP-LINK_9F23C6,0,0,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],-1,-1,2437,0,-88,0,0,0,1457057870654,1457057870.66,132534365752,True,84,14
762144,5d2a3965-8f1a-4d3d-83ce-9ad620448b89-70,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1457057870.66,f4:3e:61:5c:67:2f,Pooja,0,0,[WPS][ESS],-1,-1,2437,0,-91,0,0,0,1457057870654,1457057870.66,132534365783,True,80,5
769440,ad98d106-a3d3-49e8-932d-b23a378a5df0-13,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455325987.09,00:24:01:f2:1f:21,VASHNAVI,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2417,0,-87,0,0,0,1455325987056,1455325987.09,39476496863,True,86,8
769472,ad98d106-a3d3-49e8-932d-b23a378a5df0-14,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455325987.09,c4:6e:1f:68:10:70,Nuwakot,0,0,[WPS][ESS],-1,-1,2427,0,-91,0,0,0,1455325987056,1455325987.09,39466576980,True,78,7
769504,ad98d106-a3d3-49e8-932d-b23a378a5df0-15,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455325987.1,64:70:02:a2:db:1c,TP-LINK_A2DB1C,0,0,[WPS][ESS],-1,-1,2457,0,-89,0,0,0,1455325987056,1455325987.1,39476496863,True,84,14
769568,ad98d106-a3d3-49e8-932d-b23a378a5df0-17,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326355.56,e8:40:f2:91:df:21,NEEVAN,0,0,[WPA-PSK-TKIP][ESS],-1,-1,2412,0,-74,0,0,0,1455326355544,1455326355.56,39844985216,True,78,6
769600,ad98d106-a3d3-49e8-932d-b23a378a5df0-18,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326355.56,f8:d1:11:88:cf:74,my home,0,0,[WPA2-PSK-CCMP+TKIP][ESS],-1,-1,2457,0,-81,0,0,0,1455326355544,1455326355.56,39844985216,True,109,7
769696,ad98d106-a3d3-49e8-932d-b23a378a5df0-21,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326355.56,a8:32:9a:00:63:52,udash,0,0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],-1,-1,2412,0,-87,0,0,0,1455326355545,1455326355.56,39844985247,True,117,5
769920,ad98d106-a3d3-49e8-932d-b23a378a5df0-28,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326587.73,e8:de:27:de:9c:d0,TP-LINK_DE9CD0,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2462,0,-87,0,0,0,1455326587701,1455326587.73,40077113823,True,84,14
769984,ad98d106-a3d3-49e8-932d-b23a378a5df0-30,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326835.79,00:18:25:05:ac:63,PPPoE BSD Maharajgunj,0,0,[WPA2-PSK-CCMP][ESS],-1,-1,2437,0,-85,0,0,0,1455326835714,1455326835.79,40323917367,True,80,21
770144,ad98d106-a3d3-49e8-932d-b23a378a5df0-35,17c3398d-1ec4-4a91-9e71-535b7854ebcb,1455326835.83,c0:4a:00:d6:81:66,Chakprathworldlink,0,0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],-1,-1,2412,0,-86,0,0,0,1455326835719,1455326835.83,40325118840,True,67,18
